nome_parceiro,nome_produto,count_contratos,qtd_acumulado,porcentagem,porcentagem_acumulada,classe,date_inicio_contrato_mais_rescente,pontualizado
BRK EMPREENDIMENTOS IMOBILIARIOS LTDA,,0,4342,0.0,100.0,C,,nan
RESPIRATUS ADMINISTRACAO DE IMOVEIS LTDA,,0,4342,0.0,100.0,C,,nan
THAIRONE FELIX PASSOS,,0,4342,0.0,100.0,C,,nan
ERON ALVES ARANTES,,0,4342,0.0,100.0,C,,nan
FUNDAMENTAL NEGÓCIOS IMOBILIÁRIOS LTDA,,0,4342,0.0,100.0,C,,nan
Light Growth - REPUBLICA INVESTIMENTOS E ADMINISTRACAO DE IMOVEIS LTDA,,0,4342,0.0,100.0,C,,nan
Carteira Remanescente Vesp,Smart,0,4342,0.0,100.0,C,,nan
ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA,Bank,0,4342,0.0,100.0,C,,nan
ÁLVARO MAIA ADMINISTRACAO DE IMOVEIS LTDA,Smart,0,4342,0.0,100.0,C,2026-03-30,nan
DENA GESTAO IMOBILIARIA LTDA,,0,4342,0.0,100.0,C,,nan
DHUO NEGOCIOS IMOBILIARIOS LTDA,Smart,0,4342,0.0,100.0,C,2024-11-28,nan
MARCOS GONÇALVES MOURA,,0,4342,0.0,100.0,C,,nan
INFINITY CONSULTORIA IMOBILIÁRIA LTDA,,0,4342,0.0,100.0,C,,nan
PLUG MULTIPLOS NEGOCIOS LTDA,,0,4342,0.0,100.0,C,,nan
VSA IMOVEIS LTDA,,0,4342,0.0,100.0,C,,nan
BARÊA E BARROS NEGÓCIOS IMOBILIÁRIOS LTDA,,0,4342,0.0,100.0,C,,nan
Luagge Comercial 1,,0,4342,0.0,100.0,C,,nan
INBOX GESTAO DE ATIVOS IMOBILIARIOS LTDA,Bank,0,4342,0.0,100.0,C,2024-12-19,nan
INBOX GESTAO DE ATIVOS IMOBILIARIOS LTDA,Light,0,4342,0.0,100.0,C,2025-03-10,nan
IMOVELVESP IMOBILIÁRIA LTDA,Full,0,4342,0.0,100.0,C,2020-09-02,nan
CARDINOT CONSULTORIA IMOBILIARIA LTDA,,0,4342,0.0,100.0,C,,nan
ROTINA ADMINISTRACAO DE RECEBIVEIS LTDA,Bank,0,4342,0.0,100.0,C,,nan
DONADIO & BONIFACIO DOCUMENTAÇÕES LTDA.,,0,4342,0.0,100.0,C,,nan
RICARDO ANTONIO DE SOUZA,,0,4342,0.0,100.0,C,,nan
SUBSOLO IMOBILIÁRIA LTDA,,0,4342,0.0,100.0,C,,nan
Fernando Neves Gomes,,0,4342,0.0,100.0,C,,nan
